LQwVCiEoDjgb6c5oK6QZWgNLeK6JEXqxur 847232.90076114
LZcTCf3VG4VC9xbjYMXJeCbFDtzUcic41t 324662.5897967
LhrSsCHkcyu4nP5pb1pV395PRC38FvUckR 244999.9999
LVfn9yjwarsjLfgEbB9tCwNzuaLtwD3dUm 209978.6090039
LXceHCAYzo9RXgbKNrh2RfGR1PWCcVnnAb 197326.5999804
LdrNiTiVa8F9d4haT3SQ7CergzpXVhv3c3 50000.85
LLj1BPa6NfUjC4QTuj9CHEo1p6PmXcGdzx 40680.85641227
LVzEV2g7nvtw4pZHn3GvKDP4HyFj92HTu3 33810.2371529
LeSKjz5pvmSAJ4s3Xdbfi8zyYfecn5FABM 33050.83733297
LaZ1bdRKixR6nyKz4Qb2HsqCG8cQTRtztJ 23124.150005
LY7fpxgSUnMY8hkK9sfwwzgyAdnNc1WJjx 22506.00056519
LZ7Ur3nW1mgmSEaEHGTfR5NR5nfWFP5G8M 20682.9400049
LZwrqgsqe3bZb6TwHhpUJqGtTt3FLrrs1e 20000.0
LM5U95h8ZLqhnSYLN5H9Mnep13okHpX6oE 20000.0
LSoEH67usBir8h2tvU7GCarqMMg6zzpfun 20000.0
LWvE8GkjuX1vVp9RGg78oz7Sw7mTbXeKfJ 20000.0
LZb9nat2f5CEVR3CMecnxrovivBBcVXkJy 18580.8
LiBFYRhJeWweTpStVsJuRqgotwq1wBEPQw 18525.8
LfSFAv6UwDmEhiddvyQCvTrPBy8EnkrnA4 18314.0
LhDs3Z9SfQ8DL9BhFcEpX5bMzpGNLpCENv 18248.0
LNccGtjBDnsN5a9vTyBye5sMqdY9Bju1qj 18085.00606202
LNnU1N8R6ZYFYKmnSHg2YetCTdtpzEEpcf 17936.38320287
LRo1mYQ47gYsLPKr4KVMHANDDrCMrQQgbg 17600.8
LXkT8eMxZ8SLjVnehYRjxNUTJPCkCWQYJV 17501.2
LTJAgxf1Dh9KJ9HWqav2TrcoiHnTdkHwxy 17393.4
