Top DEVCoin (DEV) addresses as of block 409105

Address	Amount	Last deposit block	Last deposit timestamp	Last withdrawal block	Last withdrawal timestamp
Lf8pZc93NnfuugzDGS3y4Wn7cR4MGXNPdg	3342.2	406589	2018-09-16 17:25:29	406589	2018-09-16 17:25:29
LUF9zHqxUAfYBUgKfhXxahmmur6d9nr8w8	3291.56842482	406656	2018-09-16 18:42:43	406656	2018-09-16 18:42:43
LMHTRbQpXoUT51cAoeFGBroyBCVaqiprVt	3149.52511241	409104	2018-09-18 14:08:46	408603	2018-09-18 05:20:42
LPv7gHDmKB5ecggzJtB1mj9rz6ZETMF6jB	3129.950005	408819	2018-09-18 09:05:46	408819	2018-09-18 09:05:46
Ld2Hyp2i3TiUdtZx7n1n3STvamfkMpTQMR	3091.28321782	407913	2018-09-17 16:58:21	407913	2018-09-17 16:58:21
LfzG19h37hMENsxk1wpLtSitw1BMW5u5cN	3038.4	407915	2018-09-17 17:00:04	407915	2018-09-17 17:00:04
Lhw5rELDQVqUGijHsKk3mfXTjKzUCHDveA	3003.592	408515	2018-09-18 03:42:45	408515	2018-09-18 03:42:45
LWdQN8Dy19TACgA1F5tbUaPhnduvCmG18e	3000.0	401879	2018-09-13 05:46:33	384564	2018-08-31 10:47:19
LUWtDRzmUsgr7xz82eguwTHiwBiDGxSB11	2991.88125954	232449	2018-04-13 03:13:59	164668	2018-01-27 19:13:04
Ld5xQyj1oxjv26ws3Yye9DTKidLHwCgbvL	2948.74353623	408205	2018-09-17 22:03:17	407953	2018-09-17 17:41:34
LYBDmSbP7xc4fb6wJxr312HYQTPCsq9nUr	2940.79874055	407645	2018-09-17 12:15:47	407645	2018-09-17 12:15:47
LcuSxv8tXfYPxvgKbhNcufF2v1pVu85izK	2933.68388281	390980	2018-09-05 04:38:10	360040	2018-08-13 06:27:35
LiGEJssBMSRm8Abn5vxY3Z6KcgHLMvJwvY	2895.11	378310	2018-08-26 19:01:58	378310	2018-08-26 19:01:58
LarG3gaF6tgEqYNrBxxJ53eLx1dreVDCZ4	2891.7791281	405612	2018-09-15 23:57:12	304697	2018-07-03 02:52:15
LRhU9UohcTtQxYQWCwQYphA7RNsxdUfiRn	2890.26447719	409104	2018-09-18 14:08:46	395902	2018-09-08 19:30:53
LdXf4a8WZ2c5qph7WxsSYBhpCftUpN7gLK	2842.74268264	408751	2018-09-18 07:53:41	408751	2018-09-18 07:53:41
LMEKfbnbPMz8qzTPE4y89beRyKrLw522GB	2838.94511809	409021	2018-09-18 12:35:41	-	-
LcWsrZxNn8zdL7oQNi72oYvQ6YB2myvW6a	2757.9751301	407640	2018-09-17 12:08:23	407640	2018-09-17 12:08:23
LfpYgX5srpnHT6jKq8mxWR1rjERzRBFdrf	2701.91216609	402715	2018-09-13 20:36:35	402715	2018-09-13 20:36:35
Lgmc8SBxvR37ZQ3f11ct2dmiadxzRLtoku	2692.3373441	409050	2018-09-18 13:11:01	408432	2018-09-18 02:16:31
LLLg1iyoRMwJZuaYEzMbJU1Ac2Phkq2tdc	2672.23276825	408856	2018-09-18 09:42:34	408856	2018-09-18 09:42:34
LefuLGqVqhYKeC4yCyhqgBqtvmwnfVNy1m	2646.42247847	407204	2018-09-17 04:22:11	407204	2018-09-17 04:22:11
LT7brmq9GPPSCMu2twiwo4hSUVMQyBszFv	2609.96	84119	2017-12-03 10:01:20	-	-
LNuxYMfYzuiwbfiPEUGCmEaPiyk7pGhckj	2606.7999	406713	2018-09-16 19:34:07	406713	2018-09-16 19:34:07
LQA4Rb1SEmbuhBXDq5tnnRe7kGSrsSTRCm	2596.0	407588	2018-09-17 11:07:41	-	-
LW4PtvXQFFubprkwj5T2WANRQrpNULZdEb	2558.27302	406876	2018-09-16 22:28:12	406876	2018-09-16 22:28:12
LeW6oLHU75WUVKDVX3z6cGUWYfRgnd2A7v	2525.456	408776	2018-09-18 08:24:34	408776	2018-09-18 08:24:34
LL6RnRfjt5BFmdYKUUf1jW7Pu88dEfesrz	2524.0	409012	2018-09-18 12:26:32	409012	2018-09-18 12:26:32
LbCQut6UdaSDeQrZWh2L2EUdv3ozZyBAEW	2522.63738368	407903	2018-09-17 16:49:38	407903	2018-09-17 16:49:38
LW1VDo8x5y2gK6cGpvec1RWQhBNnt6Q11m	2505.6	406748	2018-09-16 20:21:41	406748	2018-09-16 20:21:41
LTZ5UDontXUaHepf8Spupy5iUtg7AfmEbc	2501.0	402521	2018-09-13 17:06:17	404110	2018-09-14 21:13:59
LfkU6xvHJUp7AL72EiM3WtDtVPkadMxa3v	2495.19375195	409017	2018-09-18 12:32:37	409017	2018-09-18 12:32:37
LdTRUzK1TJGbYpHzyHzdWaorvhwKg5rp1T	2471.279	407165	2018-09-17 03:42:45	407165	2018-09-17 03:42:45
LWido4vF2pbi1J7TyWK3nx5xBHfA1kfd7y	2440.4	408937	2018-09-18 11:21:30	408937	2018-09-18 11:21:30
LUQaaik6rWUuveenFsJiY5kkdsXheVvRu5	2437.6	408743	2018-09-18 07:42:39	408743	2018-09-18 07:42:39
LXzmCk9fiBDNPVnuSaa9EtL4ERZzuLSjQt	2412.15252588	237697	2018-04-18 05:00:46	387978	2018-09-02 23:24:47
LS84PxbqxH2U6hzcaaF5TxURqiJLn1sKwx	2403.8924771	327444	2018-07-20 00:49:44	-	-
LgL4cYVBMFBdmGYsuw4kguYLSFPq8Hra3e	2368.05005851	293770	2018-06-06 00:03:26	293770	2018-06-06 00:03:26
LKhWGjNU8nnHpRTy2Q6zWbg4vfBCspKWNx	2308.94	160854	2018-01-25 00:14:18	-	-
LYAdL9aQMr846WpVkZHuVLqhDU7vuwEZ6D	2279.2	407929	2018-09-17 17:11:28	407696	2018-09-17 13:01:34
LcHgXpLkcckQdaeB4vWutNYEu8wWgYTfoM	2246.85552182	407561	2018-09-17 10:46:01	407561	2018-09-17 10:46:01
LXMrVycWXeSNUXNmqTD9PeaxuSmgHhgNgY	2229.66289244	405257	2018-09-15 17:42:47	405257	2018-09-15 17:42:47
LNsayEgTmjQaY9XAav286rgEzTVMMcYovR	2218.42484549	408338	2018-09-18 00:37:38	408338	2018-09-18 00:37:38
Lf3N9n6FguzrutrqDa4HMVeeq8J6HfNGgw	2201.57736028	349653	2018-08-05 11:31:14	349653	2018-08-05 11:31:14
LZZLnd168tDtQQPriLLjPhfQd77rF1kBf2	2181.44492681	291761	2018-06-04 10:01:25	-	-
Letzm4ze86CQ7ZBv3WM3eJuwK3TP7YFPoE	2179.0	407945	2018-09-17 17:31:52	407239	2018-09-17 04:57:20
LMEbApaPpXN6ppuuSyFpb7zWkBkNM3W2sk	2114.79487025	407661	2018-09-17 12:28:30	374599	2018-08-24 01:22:26
LKu4HXTAE3jddQhCQGBqjTJugswm4dkzmg	2104.3989618	408417	2018-09-18 01:56:02	408417	2018-09-18 01:56:02
LSryJLrPx5QS31NE9XrUaxQwwhsNJSECva	2094.44405619	408183	2018-09-17 21:48:56	408183	2018-09-17 21:48:56
LT1DED591KHfZdfWJqiNUDwHrpbS5Qf9wP	2087.80008404	407803	2018-09-17 14:52:51	407803	2018-09-17 14:52:51
Lbr1YsBp5sf21eHxvNkygyRcqS8aG3wtQS	2083.12172108	406761	2018-09-16 20:30:55	406761	2018-09-16 20:30:55
LKrhFViWfvLQ7y5WXCWr6YiKYapAHMLEGy	2077.8	407629	2018-09-17 11:54:34	407629	2018-09-17 11:54:34
LNVN73kPQk7f4fgELkifvg1QJYz5Fu1GTJ	2076.35390294	406755	2018-09-16 20:26:08	406755	2018-09-16 20:26:08
LKjaqVLUFbxkfjTYtdHs2d5X8BUXMCgB2u	2066.85678782	408078	2018-09-17 19:56:50	408078	2018-09-17 19:56:50
LLyAov3n1f1PWoJZSj5xwLy6T5bjE2rBAE	2063.64626993	409103	2018-09-18 14:08:08	409103	2018-09-18 14:08:08
LTk4zRLdZkFT6vk8MQ9mYnWCVvTbBThDYW	2051.7214442	408833	2018-09-18 09:20:56	408833	2018-09-18 09:20:56
LSUDTCA2awhk8b64yocrJsy4T14ix3s1yq	2049.59005933	286605	2018-05-31 09:01:39	286605	2018-05-31 09:01:39
La4auTXonDzH691vTk4Xm8nCaGeLvVeYMm	2026.65160493	402605	2018-09-13 18:31:15	402605	2018-09-13 18:31:15
LLNqJuY4SkJ3s2SYqG8CCdKv9FXbCxsw7s	2026.6	408207	2018-09-17 22:06:44	408207	2018-09-17 22:06:44
LPGkzraohhdGhsEDWX745UWTsdWHXUo7ht	1999.74902222	185260	2018-02-18 06:41:41	-	-
Le3n5dHpuZHKZRKUqFpPmL8Tc2QJXXo3Ld	1971.0	408459	2018-09-18 02:43:14	408459	2018-09-18 02:43:14
LKjPP1fGUZtX6gr8KVu83qGczxXL1q6KVa	1929.45790009	408642	2018-09-18 05:59:29	408642	2018-09-18 05:59:29
LQxhhVMiXzAmE1WWRsRnX8YDFt6Zag4q67	1917.71291418	407590	2018-09-17 11:11:13	407590	2018-09-17 11:11:13
LgxcCvCVzN1VuUzrhbvX3nFP8mHpCLj6Xg	1913.29776729	406244	2018-09-16 11:20:01	406244	2018-09-16 11:20:01
LhUwDBKx1mPvHvCLUxjkLdVJitGsRLz7p7	1910.01884011	408325	2018-09-18 00:24:18	408325	2018-09-18 00:24:18
LeuNHQCQRKxb2KqLwm2qoWGN4pDh7xATDc	1909.50632681	408610	2018-09-18 05:27:28	407295	2018-09-17 05:57:44
LVLrT8zLeXGaghQTL8rB6XYFMtnPoxEzyw	1898.99	173524	2018-02-03 07:07:38	-	-
LexogzkzxjxLpxxF3nFoUgPDDA6E2sfLwJ	1897.40112275	407349	2018-09-17 07:00:35	407349	2018-09-17 07:00:35
LVfJV5e4T4xmjYVMJjU9tnbF6nwMr4UaFe	1868.90074849	298180	2018-06-09 14:07:02	298180	2018-06-09 14:07:02
LVNJLFWsYSeVcvEgEJoAYvFibprTiBqYSe	1868.86712392	408312	2018-09-18 00:08:53	408312	2018-09-18 00:08:53
LPCmdGijWSaRoNFLtFv4PuuiRzvpsWM6Fu	1863.17292776	407708	2018-09-17 13:24:57	407708	2018-09-17 13:24:57
LhXKAMQpdE793u9zjJ6a1w1jiK5NYkvQg6	1862.67887337	409099	2018-09-18 14:04:24	409099	2018-09-18 14:04:24
LfMYR5vbazizfza2vZqPuMY3ofdGCcVDYG	1849.29766808	408124	2018-09-17 20:38:51	408124	2018-09-17 20:38:51
LTo8jX6rQdvJSctbRjGJ2C9zdoZo9pUu5t	1808.1699	407828	2018-09-17 15:28:41	407828	2018-09-17 15:28:41
Lc7skwAgy1Erg24zsHi65B2vka6YVWv94j	1803.2	407493	2018-09-17 09:31:18	407493	2018-09-17 09:31:18
LLhX3VSq5AEWn318FZyWUuWEGj9iSRwjvs	1794.2	408670	2018-09-18 06:24:58	408670	2018-09-18 06:24:58
LSmoh1Rw1eUFmA1cvvu7qmbrvrP778P6rS	1787.28537529	405255	2018-09-15 17:40:15	405374	2018-09-15 19:41:04
LXFastJ7hWEEDeRs1MRDiEqDUG3HRNvSiA	1762.38	408617	2018-09-18 05:35:37	408617	2018-09-18 05:35:37
LcqKoSjjq3JtDk31NhpuxZCK8hAnihXBkv	1756.51152112	408825	2018-09-18 09:15:52	408825	2018-09-18 09:15:52
LL63yZbvshP9mk2crv1tKWsSsT5KLj4QaL	1753.61214708	407555	2018-09-17 10:37:38	407555	2018-09-17 10:37:38
LZMK7WeiPdtnVRUbE5Hddwwyb5cSy3EQTs	1748.0	408799	2018-09-18 08:46:17	408799	2018-09-18 08:46:17
LQ7ZkEDtzKk2MoyqC7r34LPWSpjFHKosx8	1740.67459776	312206	2018-07-08 18:32:47	312206	2018-07-08 18:32:47
LgPasFuxDc6pWZWbRPtbNDbMmnWSdathKD	1737.15015606	293684	2018-06-05 22:31:24	293684	2018-06-05 22:31:24
LT7fmGT8gu3ErGYgYpEXgwgTCBb6nJxkdW	1733.6821035	406561	2018-09-16 16:53:09	406561	2018-09-16 16:53:09
LTHkt3sTe8Wdj339ekDBEUhaBAyTaWEMUu	1714.93692059	407745	2018-09-17 14:03:20	407745	2018-09-17 14:03:20
LbveWjwA3wkuMZ8GHqS5GbBwKHmKBCscNQ	1695.15878651	398045	2018-09-10 09:40:26	398045	2018-09-10 09:40:26
LWZPiCvzTxHF51V6zHMPjrwoE98yWgv75o	1691.22587769	408724	2018-09-18 07:27:07	408724	2018-09-18 07:27:07
LYJdkKC2bcgQeFP3M4xVXEo639nJF1Ahpp	1683.998631	407367	2018-09-17 07:14:25	407367	2018-09-17 07:14:25
LUPPkodgZ83uB93T5HCZUmmwVscpaZ4mCa	1683.23172076	315491	2018-07-11 04:49:09	120793	2017-12-27 17:41:52
LhVkgjJpWkioCtGfRrAceeFhoc7fmjYsp7	1680.52633373	398338	2018-09-10 14:54:37	398338	2018-09-10 14:54:37
LiUXmWso2jc5pCdksGyJP6Nbts5N1GRFQx	1677.825	408977	2018-09-18 11:54:19	408977	2018-09-18 11:54:19
LaosnE9VAxbzX9LHkRLpuUnafw5RgPH3iA	1675.1029	406633	2018-09-16 18:16:54	406633	2018-09-16 18:16:54
LTwfSvewX76U5pnrg1o4Xmw1GKwyGEp3YJ	1662.01463392	407847	2018-09-17 15:49:03	407847	2018-09-17 15:49:03
LXFA4qU6Jeih6bbNLAs8tPohkGqo7Di31U	1659.53	406686	2018-09-16 19:06:19	406686	2018-09-16 19:06:19
LYDGu3gqVRUxoejoaRz5HYXEogQf2waorq	1659.0	408555	2018-09-18 04:22:31	408555	2018-09-18 04:22:31
LeorXjKLFF9VtwQYXD6dSFrhtVMvcdbXis	1650.37872322	276490	2018-05-23 03:53:42	276490	2018-05-23 03:53:42
LMjsVLD68TbvmtkmgQ8cbTcsUHRw7tzN5U	1637.31354353	409023	2018-09-18 12:38:44	282880	2018-05-28 07:10:43
LXd65CEpAfmPqCitPpW2CfDR7XZDBzvrSq	1623.282	407656	2018-09-17 12:24:22	407656	2018-09-17 12:24:22
LfXEUWp5CfesYfixQaVz7shhpSXYiiNTvb	1612.8	362721	2018-08-15 06:18:25	362721	2018-08-15 06:18:25
LZ7Jiw6foFDtJRidjHaZM7k7Ymg3oAoWFf	1611.0	408026	2018-09-17 19:03:52	-	-
Li1jG4KYMh1ApjTUa9i2tBSuD4TkhkBr8o	1608.39	255296	2018-05-05 05:55:30	255296	2018-05-05 05:55:30
LKesU2Vb335mhC4mK9A4aWZFA7TtJ5sk1F	1596.0	408813	2018-09-18 08:56:26	408813	2018-09-18 08:56:26
LZeE1X5fgNcCosyTh3s8hR1iKiJdsBg2bc	1592.3105732	313827	2018-07-09 23:14:32	-	-
LSpwUqAyVXhD7dztAiYEX9keHQomgdkFMs	1582.11979744	407684	2018-09-17 12:53:33	407684	2018-09-17 12:53:33
Lfot7kFPQmMxCer2JpX8zwJNXYy64M4jHc	1581.7	405970	2018-09-16 06:17:58	405970	2018-09-16 06:17:58
LVSXvEdGwLsoHqCrx4mEfU32fdMQz2GQtP	1574.24654714	406336	2018-09-16 12:57:14	406336	2018-09-16 12:57:14
LeEKvjeuCEVLbbuN7UwBaNj7BTzEqNoPcM	1572.52002425	403452	2018-09-14 09:35:12	403452	2018-09-14 09:35:12
Lah6XnZBxtZCPeKuzVSYxRidJzFgiNzxga	1571.8	408995	2018-09-18 12:14:59	408995	2018-09-18 12:14:59
LiDeJiCj29VFDQCMCMvWZx4eFFXQCC25J6	1561.56429153	408054	2018-09-17 19:31:27	408054	2018-09-17 19:31:27
LYRCF15vtgJLHTRJT9vfB9pVokBL9Zaytg	1558.23996912	409023	2018-09-18 12:38:44	404131	2018-09-14 21:38:00
LdQypYhtpM1FkcqyqCXpK7ndjt7hEND1y2	1551.39424152	349383	2018-08-05 06:37:40	349383	2018-08-05 06:37:40
LfFtU5PBrL6eno22kDC1mCLL1axidMNns5	1550.54977823	409050	2018-09-18 13:11:01	406588	2018-09-16 17:24:22
LPBCZucsZDwESGEfL4L6ejbxmXDrsKqE71	1523.79961041	404333	2018-09-15 01:13:23	404333	2018-09-15 01:13:23
LPX5NAda9mR1RVx7SG9D8DVcdDj9kTcRkg	1514.67524176	408087	2018-09-17 20:06:01	408087	2018-09-17 20:06:01
LaMCrwa4i4ykP1YjTWWfmrJstp66fa7va4	1480.8	408678	2018-09-18 06:32:24	408678	2018-09-18 06:32:24
LVcsqM7kJAX66CbdhsKmFkZhHt3tNcVUb7	1467.60022541	404085	2018-09-14 20:49:13	404085	2018-09-14 20:49:13
LUxbCgkHCGWkhFfWXx7YZN6JVZ7fX6iPRD	1466.85149459	351147	2018-08-06 14:47:50	351147	2018-08-06 14:47:50
LNZZVLpFqebymULUbzuzWWKE7c5i1YYDR8	1459.63052407	406556	2018-09-16 16:46:28	406556	2018-09-16 16:46:28
LLkjT3deXTz577E4imKnedTp6M5EnS4ooW	1449.4153613	409104	2018-09-18 14:08:46	406583	2018-09-16 17:20:17
LLVeM5MntS5ChzGDMQeSwPBLRLiaBq2d3B	1445.00798517	407988	2018-09-17 18:19:51	407988	2018-09-17 18:19:51
LhKdFrpHxArzZ8EYiYV9KpUJMfihXXX52n	1444.802	406450	2018-09-16 14:57:29	406450	2018-09-16 14:57:29
Lb16xxNpokrmkD4bkozBdsfNdfDru3y9zE	1436.87593732	406353	2018-09-16 13:16:11	406353	2018-09-16 13:16:11
LXEufjsK9YE541wJRtTxmyBDLCGiu2Vi42	1433.51631894	344663	2018-08-01 18:41:06	344663	2018-08-01 18:41:06
LY6NFSsfMaeUhaHHQQ4TVp6H96TQN6LEFt	1432.62239084	407512	2018-09-17 09:49:31	407512	2018-09-17 09:49:31
LQjn9F2uQYFb3KmBn6ZG3pbSriHPgVTX8q	1427.38538826	165962	2018-01-28 18:06:05	158479	2018-01-23 06:24:32
LhUAPXNbYG8JctUNoa6btbdTwxxVXmephF	1426.92732611	249501	2018-04-29 23:31:31	176645	2018-02-05 14:10:24
LWi5Yt896QLfJDvHpejHD3ffpJYhiyJ1dJ	1422.1984417	406796	2018-09-16 21:06:15	406796	2018-09-16 21:06:15
LdchsYb6DUt5VJFHkXQ3ygvU285NuF7DKs	1420.996	407774	2018-09-17 14:30:28	407774	2018-09-17 14:30:28
LgQHZqoXw2fjcUf18c8HZJFqvHJRE1U8kv	1416.8801184	286565	2018-05-31 08:15:37	286565	2018-05-31 08:15:37
LRquCPDhGeov81xyrSaTKQ4ebUG2gFJ5WX	1415.8	408165	2018-09-17 21:27:36	408165	2018-09-17 21:27:36
LTBWNau5QVwbYGB9VVUhyss98DmK3UpDpu	1415.796	407321	2018-09-17 06:24:37	407321	2018-09-17 06:24:37
LZEFT8WKCzsomQm3uTkUimiJtpoq3zWohj	1402.42199575	409023	2018-09-18 12:38:44	398509	2018-09-10 17:56:39
LiEePByBCRW6VoCmzVr2TFvWgmYx3VRzvL	1397.6499524	363526	2018-08-15 20:39:03	363526	2018-08-15 20:39:03
LgJ77heVbRbByeofGvd2cBWpAD5kS8ameY	1396.5328678	407502	2018-09-17 09:36:34	407502	2018-09-17 09:36:34
LKyrH7Q36cDj2dFAJwrVdhtdRs7cfK1gzY	1383.57999	408775	2018-09-18 08:24:11	408775	2018-09-18 08:24:11
LbJzVYAaUxfoLVkuzoxjjoWtTFa4TD65Tg	1374.72200166	403760	2018-09-14 15:03:29	403760	2018-09-14 15:03:29
LKiDJTjLEwYzEdSCBNWa6yn9kZza4VWgnx	1373.73930001	409050	2018-09-18 13:11:01	361432	2018-08-14 07:19:32
LVWXqtCKCeB9qj6PJ5cPrCK8P8mCygpRq9	1364.43081113	155156	2018-01-20 19:57:04	155501	2018-01-21 01:48:48
LdAfeX7jWzceWHCqKMUm2oM5mAy3wmFC5v	1360.01200659	406513	2018-09-16 16:06:15	406513	2018-09-16 16:06:15
LcS3W7jLq24dU19zabQBBTN54eSW2pCHkp	1357.2999234	317795	2018-07-12 21:31:01	-	-
Leq8ZK3sqNjUZvrXBWhmF6YzM6WVQE2wK8	1353.64073993	390079	2018-09-04 12:39:04	-	-
Li7nBNPV8UtPe9cuk1K6n9S6nEg79wxHgm	1336.88501097	155594	2018-01-21 03:21:36	154377	2018-01-20 06:27:44
LgVwZPBNyLgwGDhMyUwHcF8FosMLLHgFca	1334.63221672	405466	2018-09-15 21:18:28	405466	2018-09-15 21:18:28
LPgx6nf8qx8eSniRm3zCFHZg314tbburAJ	1331.03299261	407417	2018-09-17 08:15:27	407417	2018-09-17 08:15:27
LN1maiFXBSVvE4QXhnbNbMqWy6PuXkboA1	1327.93513138	63014	2017-11-19 20:34:43	29024	2017-10-29 23:32:48
LYDhaYpcBM4jLJM2A8ohh8NHpdk7poqCwk	1325.67801547	409050	2018-09-18 13:11:01	407097	2018-09-17 02:28:31
LXfBHWrhSJRqxR7X3hoSCvTndqRf6Wbn1z	1316.30823611	408712	2018-09-18 07:13:27	408712	2018-09-18 07:13:27
LggDFUYXtCZop85MuvyhY5hkSr7k1wB4Ji	1311.67965081	409050	2018-09-18 13:11:01	260475	2018-05-09 16:36:29
LTxFDfa6XvWDohZRB1YfFDoQB9pRbyAdMN	1310.47186749	207263	2018-03-18 08:09:58	-	-
LdusbwQRC4bUPngnhq7Rro9qdJ1CUjtVzG	1309.0999623	409101	2018-09-18 14:05:45	409101	2018-09-18 14:05:45
LYspmAwQdgD34Fpeb8aKJ1A7ajSbQQQ6CU	1298.61384138	407682	2018-09-17 12:52:50	407682	2018-09-17 12:52:50
LU6ZGNhnqrJaAm9yTcr3EbyU4Zk4eck3tP	1285.93255427	403239	2018-09-14 05:49:12	403239	2018-09-14 05:49:12
LdzifVoZrKsZeSSveoVeSHz917oRKwXHia	1283.0	296276	2018-06-08 00:16:19	296276	2018-06-08 00:16:19
LR6tg69JgmAgosyR6W1fNoTrLnQL4WJEw7	1281.8	297228	2018-06-08 17:57:45	297228	2018-06-08 17:57:45
LaACmDFuPguNLoEXwuBqM2HZYEwxjFiDZL	1275.88949159	408957	2018-09-18 11:38:11	408957	2018-09-18 11:38:11
LY246ye5dnYj6ySr66bsHdE8Vj7PYrczs1	1268.94001643	31234	2017-10-31 07:20:16	44349	2017-11-08 05:29:52
LSXNhWVsFqkaT8pKscaDy4gCZrgezqAbba	1264.0075	408834	2018-09-18 09:23:31	408834	2018-09-18 09:23:31
LUedWrrgF1j3EKQoMBx9RHW25TqfN5r2LA	1259.76355706	137692	2018-01-08 06:38:08	-	-
LakAYnivxjwioPo6GHf4AyHCeL2VUnpUnD	1259.45272171	406987	2018-09-17 00:34:30	406987	2018-09-17 00:34:30
LaSZqKTJ39g6FLofHkpEuPU9v2Y2ZAegEZ	1251.61774158	405058	2018-09-15 14:06:53	405058	2018-09-15 14:06:53
LhLGgqDsxmhXdoWMqdhSaMJUwkKmUyh85k	1249.05820407	409050	2018-09-18 13:11:01	405312	2018-09-15 18:37:53
LSis7QLDYpUSMNXEfnKfvHPgguqMNyDkbN	1245.83043448	403168	2018-09-14 04:34:28	403168	2018-09-14 04:34:28
LezR5EifxahxCUgE8r8ciLiEAHPgRNqMbq	1242.68509828	304820	2018-07-03 05:07:01	139430	2018-01-09 11:03:22
LVQkTn7WXofASvisem4gVmjseM8uJpVQuJ	1236.43847529	409082	2018-09-18 13:43:22	409082	2018-09-18 13:43:22
LQqsPAFw9xJFLKLYnpvA48JnpvXbNNF2cd	1225.48268306	406805	2018-09-16 21:16:32	406805	2018-09-16 21:16:32
Lgdhs9sH9qXBUi2FCEX7phUPj33cZr3YJ8	1220.98783526	408660	2018-09-18 06:15:11	408660	2018-09-18 06:15:11
LgGFzRLyxhUPznpgmwRYVVTRax98iaXZCo	1207.60453897	408848	2018-09-18 09:33:54	408848	2018-09-18 09:33:54
LdiFZf7CLHZ8QFAgxYrrEDyQz1uYwaUcVS	1204.5202111	409023	2018-09-18 12:38:44	407392	2018-09-17 07:47:42
LNvbYkWkkeE8zATJT9xWXwRtc12vif5iwa	1202.18537668	409023	2018-09-18 12:38:44	389549	2018-09-04 03:11:05
LfY5M9FpxvezhhUTvt4Sc6XrapyWLT7o9W	1200.9011671	407505	2018-09-17 09:41:08	407505	2018-09-17 09:41:08
LZqDni6VWSJnKDqbbpfkYxxAoihF1dUFGn	1200.0	402479	2018-09-13 16:16:08	365607	2018-08-17 09:51:01
LPUaHmMn9cmeN2sq2tDaNJaCq28P9Jtg74	1199.78	405277	2018-09-15 17:58:59	405277	2018-09-15 17:58:59
LX3c5v5N5U1ZzGF4SN7mr8GCruSfxdfr7Q	1194.1494718	320825	2018-07-15 03:34:39	-	-
LXAhVb4A1twcqnwUsEA54xCewAC61wV6k9	1185.2	405638	2018-09-16 00:19:57	405638	2018-09-16 00:19:57
LMi7EQ7839kmqDcJ5QgtWUeTCFELqTtdzN	1184.98379161	407081	2018-09-17 02:09:48	407081	2018-09-17 02:09:48
LPXXQoM1tvsG4DC6UMwZ3bpFoj772KahJx	1183.32791155	409023	2018-09-18 12:38:44	-	-
LgU7x8QGn7RpsxeQ6zETTR5yaQemRDeqmC	1179.2582051	409050	2018-09-18 13:11:01	385366	2018-09-01 00:55:44
LPgPThB1ChHSMPTgwUWhUqPAQTFhCdxz5D	1178.49010403	298074	2018-06-09 11:54:23	298074	2018-06-09 11:54:23
LYmB5mrJkmXZk7gZYrqDPSkhxJ5dpyHEUW	1177.49	407818	2018-09-17 15:21:10	405759	2018-09-16 02:30:40
Sci3aDQ53QodLKbwf8QAV9729VJ1jAPxRX	1166.49627813	392170	2018-09-06 01:34:31	-	-
bc1qyp60vhjd8lnjmsa0zh9u4uwew7trq4lzalx4w3	1155.70281407	362268	2018-08-14 22:19:22	-	-
LVUaH3cs9ZKnNQqYoe783ddCb2bWZhWPQ1	1149.4778291	405015	2018-09-15 13:28:01	405015	2018-09-15 13:28:01
LRzLD3jejAFvBsPsNrmjghxr44nq7CqaRe	1148.39489711	409023	2018-09-18 12:38:44	274532	2018-05-21 14:02:52
LYBuxmwq1LxJ1c9KUGbCdYZcLtboHvQZGt	1140.83779622	407089	2018-09-17 02:22:11	407089	2018-09-17 02:22:11
Lg5RqNX57qeeoQFQwBQueJdFrus7ryPbm6	1139.8	298084	2018-06-09 12:04:44	298084	2018-06-09 12:04:44
LT4KrAXD3fbpWrFaPSFv5KbsUt5nrsvu7J	1126.48378422	176649	2018-02-05 14:14:40	176649	2018-02-05 14:14:40
LUeYxszhmTUMUHSessgAxw1kcGiuQZ5THm	1123.42055116	322883	2018-07-16 15:58:18	322883	2018-07-16 15:58:18
LYcVFZvo1TxSBZquSwpWfttLNg1KrUfQbH	1120.0	403772	2018-09-14 15:16:45	403772	2018-09-14 15:16:45
Lf7GVVk4oaTA8coDiwTN3rpA59fqLjDJiA	1117.77811089	409023	2018-09-18 12:38:44	408614	2018-09-18 05:31:08
Ldcgk4k84o5wg3AfvL8UrduoSXwj8Q64qB	1111.62467573	407738	2018-09-17 13:59:27	407738	2018-09-17 13:59:27
LgR2JwygqPAho27Trub3Ld3zanXJnzFKNx	1105.98658852	162608	2018-01-26 06:48:32	162608	2018-01-26 06:48:32
LU5NthCnSPwzpRo1fNYb8HFGEDzBapMddp	1103.16241109	285228	2018-05-30 05:15:30	285228	2018-05-30 05:15:30
LQrAsnAh2FQpJeMNqJpkzQJopeeYxaoH3r	1102.01147479	408591	2018-09-18 05:07:13	408591	2018-09-18 05:07:13
LPfUHcnaN9UxV5ZosXhdpW9F7X52f3WaPP	1093.88197652	404683	2018-09-15 07:28:25	404683	2018-09-15 07:28:25
LKY8gqzHh5Qz33MgcakiXejjgiLYS3ZCgk	1085.1901109	406389	2018-09-16 13:53:44	406389	2018-09-16 13:53:44
LT28bRMfCVivvRc8mjLzxinCQMDJ3SxA6Z	1078.2	404913	2018-09-15 11:38:02	404913	2018-09-15 11:38:02
